Date,Open,High,Low,Close,Adj Close,Volume
2019-05-20,41650,42100,41550,42000,36897.00781,15752397
2019-05-21,42600,43950,42350,43150,37907.28906,18812133
2019-05-22,43700,43800,42400,43500,38214.76172,11033339
2019-05-23,43900,44000,43250,43850,38522.23047,12259006
2019-05-24,43800,43800,42400,42700,37511.96484,13966305
2019-05-27,42500,43000,42350,42650,37468.02734,8066669
2019-05-28,42550,42950,42150,42550,37380.18359,24506881
2019-05-29,41850,42100,41300,41800,36721.30469,14930618
2019-05-30,42200,42700,42150,42550,37380.18359,11766018
2019-05-31,42600,42800,42150,42500,37336.25,11365999
2019-06-03,42950,43900,42500,43800,38478.30469,15466580
2019-06-04,43400,43700,43000,43450,38170.83203,9913497
2019-06-05,44050,44200,43700,43900,38566.15625,12464135
2019-06-07,43600,44350,43450,44200,38829.70703,11683682
2019-06-10,44300,44850,44050,44800,39356.8125,8792182
2019-06-11,44800,45000,44550,44850,39400.74219,6664872
2019-06-12,44800,45050,44300,44600,39181.10938,8607439
2019-06-13,44200,44400,43400,43750,38434.38672,16906541
2019-06-14,43750,44150,43300,44000,38654.01172,9322873
2019-06-17,43750,44050,43400,43900,38566.15625,11890424
2019-06-18,43750,44500,43650,44350,38961.47656,7994928
2019-06-19,45450,45450,45000,45350,39839.98828,10417690
2019-06-20,44850,45500,44850,45500,39971.75391,7147785
2019-06-21,45750,45800,45200,45700,40147.45703,9454913
2019-06-24,45200,45800,45200,45500,39971.75391,6085066
2019-06-25,45200,45800,45200,45600,40059.60547,7076774
2019-06-26,45800,46000,45600,45700,40147.45703,9226097
2019-06-27,46000,46600,45750,46500,41169.15625,12603534
2019-06-28,47000,47000,46700,47000,41611.84375,12949231
2019-07-01,47350,47400,46250,46600,41257.69531,11383522
2019-07-02,46200,46900,45850,46250,40947.82422,8463073
2019-07-03,45750,46350,45200,45400,40195.26953,9669368
2019-07-04,45250,46200,45250,46000,40726.48047,6365573
2019-07-05,45950,45950,45250,45650,40416.61719,7235395
2019-07-08,44750,44800,44350,44400,39309.91406,7823843
2019-07-09,44850,45450,44700,45100,39929.66016,7646421
2019-07-10,45550,46150,45500,45550,40328.07031,9253930
2019-07-11,46350,46550,46150,46200,40903.55469,10989751
2019-07-12,46350,46400,45800,46300,40992.08594,5245804
2019-07-15,45950,46650,45750,46450,41124.89063,4717226
2019-07-16,46450,46850,46300,46850,41479.03125,7407824
2019-07-17,46150,46350,45950,46050,40770.75,5216602
2019-07-18,46450,46450,45650,46100,40815.02344,5143554
2019-07-19,46650,46950,46600,46800,41434.76563,8819393
2019-07-22,46800,47300,46600,47200,41788.90625,9009109
2019-07-23,47350,47550,47050,47300,41877.45313,9061381
2019-07-24,47100,47150,46250,46400,41080.62891,8756522
2019-07-25,47150,47200,46600,47200,41788.90625,8408838
2019-07-26,46650,47150,46550,47150,41744.64844,7873886
2019-07-29,46800,47050,46000,46100,40815.02344,6856846
2019-07-30,46300,46850,46300,46550,41213.43359,5551014
2019-07-31,46200,46600,45000,45350,40151,12872916
2019-08-01,44900,45500,44850,45200,40018.1875,7811181
2019-08-02,44550,45500,44300,44950,39796.84766,12151374
2019-08-05,44350,44600,43600,43950,38911.49219,14214086
2019-08-06,42500,43800,42500,43500,38513.08594,15083824
2019-08-07,43600,43900,43100,43200,38247.48438,10002533
2019-08-08,43250,43500,42650,42650,37760.52734,16926881
2019-08-09,43250,43350,43050,43150,38203.21875,9685147
2019-08-12,44000,44000,43550,43700,38690.15234,8466169
2019-08-13,43500,43500,42950,43000,38070.40625,7276979
2019-08-14,43900,44250,43500,43700,38690.15234,8750135
2019-08-16,43800,43900,43300,43900,38867.22656,9528115
2019-08-19,44350,44350,43500,43600,38601.61719,6014218
2019-08-20,43950,44600,43550,44450,39354.17578,8434205
2019-08-21,44350,44800,44150,44500,39398.44141,6571717
2019-08-22,44500,44700,43850,44050,39000.03125,8061177
2019-08-23,43800,44200,43650,43950,38911.49219,5017381
2019-08-26,43050,43800,42950,43600,38601.61719,7954949
2019-08-27,43650,44200,43600,44050,39000.03125,16883932
2019-08-28,44100,44400,43750,44150,39088.57422,5758333
2019-08-29,44200,44200,43050,43400,38424.54688,10768862
2019-08-30,43750,44300,43750,44000,38955.76953,9899073
2019-09-02,44850,44850,43650,43800,38778.69531,7185537
2019-09-03,43550,43650,43100,43250,38291.75,9774941
2019-09-04,43250,44100,43150,44100,39044.30469,12441837
2019-09-05,44800,46100,44450,45700,40460.87109,18297430
2019-09-06,46500,46500,45850,46300,40992.08594,9896562
2019-09-09,46450,47000,46300,46900,41523.30469,9434157
2019-09-10,47100,47200,46550,47000,41611.84375,9231792
2019-09-11,47300,47400,46800,47150,41744.64844,16141619
2019-09-16,47000,47100,46400,47100,41700.37891,15550926
2019-09-17,47000,47100,46800,46900,41523.30469,7006280
2019-09-18,46900,47700,46800,47700,42231.58984,10413027
2019-09-19,48050,49200,47850,49150,43515.36328,16461413
2019-09-20,49400,49600,49100,49200,43559.62891,15460210
2019-09-23,49250,49300,49000,49300,43648.16797,7568553
2019-09-24,49050,49650,48850,49500,43825.23828,7871955
2019-09-25,49200,49350,48800,48900,43294.02344,9187141
2019-09-26,49000,49250,48900,49200,43559.62891,8494756
2019-09-27,48000,48700,48000,48400,43161.89844,8048041
2019-09-30,48050,49250,47900,49050,43741.5625,9497119
2019-10-01,48900,49100,48650,48850,43563.19531,6206035
2019-10-02,48350,48400,47600,47600,42448.47656,8382463
2019-10-04,47400,48650,47350,48000,42805.1875,9331695
2019-10-07,48350,48700,47650,47750,42582.24219,7047273
2019-10-08,47900,49000,47600,48900,43607.78516,14239367
2019-10-10,48200,49200,48000,48550,43295.66797,18639855
2019-10-11,49000,49450,48800,49150,43830.73047,7783275
2019-10-14,50000,50300,49850,50000,44588.73438,11130635
2019-10-15,49900,50200,49900,50100,44677.90625,6058105
2019-10-16,50700,50900,50400,50700,45212.98828,9136282
2019-10-17,50500,50600,50100,50500,45034.63281,6701380
2019-10-18,50300,50900,49650,49900,44499.5625,8483106
2019-10-21,49900,50400,49800,50300,44856.25781,4406531
2019-10-22,50800,51500,50700,51200,45658.86328,10898729
2019-10-23,51300,51500,50800,51200,45658.86328,8663880
2019-10-24,52500,52500,50500,50700,45212.98828,21185785
2019-10-25,50800,51200,50500,50900,45391.33203,7879897
2019-10-28,50700,51500,50700,51300,45748.04688,6431522
2019-10-29,51400,51700,50800,51100,45569.69141,7581629
2019-10-30,50700,50800,50200,50400,44945.44922,8959435
2019-10-31,51000,51400,50300,50400,44945.44922,10304777
2019-11-01,50600,51200,50400,51200,45658.86328,8467846
2019-11-04,51700,52300,51400,52300,46639.82031,13012411
2019-11-05,52400,52700,52100,52700,46996.53125,10581034
2019-11-06,52900,53500,52700,53300,47531.58984,14361133
2019-11-07,53400,53400,52400,52900,47174.88281,9257116
2019-11-08,53200,53300,52000,52100,46461.46094,11603290
2019-11-11,52200,52200,51400,51600,46015.57422,8185952
2019-11-12,51800,52600,51600,52600,46907.34766,6576148
2019-11-13,52500,52500,52000,52500,46818.16797,6225196
2019-11-14,51900,52800,51900,52800,47085.70703,12010018
2019-11-15,52900,53700,52600,53700,47888.3125,9703360
2019-11-18,53600,53800,53200,53500,47709.94922,7746554
2019-11-19,53200,53500,52700,53500,47709.94922,8907177
2019-11-20,53400,53400,52000,52000,46372.28516,12560070
2019-11-21,51600,52100,50600,51000,45480.50391,14298646
2019-11-22,51000,51600,50900,51600,46015.57422,8478310
2019-11-25,52200,52600,51700,51800,46193.92578,9050625
2019-11-26,51900,52900,51800,51800,46193.92578,27372226
2019-11-27,51800,52300,51600,52200,46550.64453,7546261
2019-11-28,51900,52100,51300,51300,45748.04688,6833885
2019-11-29,51200,51400,50200,50300,44856.25781,11179334
2019-12-02,50900,51300,50400,50400,44945.44922,18877252
2019-12-03,49800,50300,49500,49900,44499.5625,12059812
2019-12-04,49600,49850,49000,49450,44098.26563,13246549
2019-12-05,50200,50400,49500,49500,44142.84766,10449715
2019-12-06,50100,50900,49950,50400,44945.44922,11414563
2019-12-09,50900,51400,50700,51200,45658.86328,8470627
2019-12-10,51000,51600,50700,51500,45926.39063,6882771
2019-12-11,51500,52200,51400,51900,46283.10938,11379521
2019-12-12,53000,53300,52700,53300,47531.58984,29178697
2019-12-13,54500,54800,53900,54700,48780.07031,18120261
2019-12-16,54500,54900,54300,54700,48780.07031,11512405
2019-12-17,55800,56700,55400,56700,50563.625,19358433
2019-12-18,56700,57200,56000,56300,50206.91406,15558208
2019-12-19,57000,57300,55500,56000,49939.39063,14180520
2019-12-20,56100,56500,55600,56000,49939.39063,12095519
2019-12-23,56100,56400,55100,55500,49493.50391,9839252
2019-12-24,55600,55700,54800,55000,49047.60547,11868463
2019-12-26,54700,55400,54400,55400,49404.32422,9645034
2019-12-27,55700,56900,55500,56500,50709.30469,12313056
2019-12-30,56200,56600,55700,55800,50081.03906,8356767
2020-01-02,55500,56000,55000,55200,49542.53516,12993228
2020-01-03,56000,56600,54900,55500,49811.79688,15422255
2020-01-06,54900,55600,54600,55500,49811.79688,10278951
2020-01-07,55700,56400,55600,55800,50081.03906,10009778
2020-01-08,56200,57400,55900,56800,50978.54688,23501171
2020-01-09,58400,58600,57400,58600,52594.06641,24102579
2020-01-10,58800,59700,58300,59500,53401.83203,16000170
2020-01-13,59600,60000,59100,60000,53850.57813,11359139
2020-01-14,60400,61000,59900,60000,53850.57813,16906295
2020-01-15,59500,59600,58900,59000,52953.07813,14300928
2020-01-16,59100,60700,59000,60700,54478.83984,14381774
2020-01-17,61900,62000,61000,61300,55017.34766,16025661
2020-01-20,62000,62800,61700,62400,56004.60156,12528855
2020-01-21,62000,62400,61200,61400,55107.09766,11142693
2020-01-22,60500,62600,60400,62300,55914.85547,15339565
2020-01-23,61800,61800,60700,60800,54568.59375,14916555
2020-01-28,59400,59400,58300,58800,52773.57031,23664541
2020-01-29,59100,59700,58800,59100,53042.81641,16446102
2020-01-30,58800,58800,56800,57200,51337.5625,20821939
2020-01-31,57800,58400,56400,56400,50619.54688,19749457
2020-02-03,55500,57400,55200,57200,51337.5625,23995260
2020-02-04,57100,59000,56800,58900,52863.32422,21800192
2020-02-05,60000,60200,58900,59500,53401.83203,19278165
2020-02-06,60100,61100,59700,61100,54837.84766,14727159
2020-02-07,61100,61200,59700,60400,54209.58984,16402493
2020-02-10,59200,59800,59100,59700,53581.33594,13107121
2020-02-11,59800,60700,59700,59900,53760.83984,11071231
2020-02-12,60300,60700,59700,60500,54299.34375,12904207
2020-02-13,61200,61600,60500,60700,54478.83984,18449775
2020-02-14,60900,61900,60200,61800,55466.10156,13276067
2020-02-17,61600,62000,61200,61500,55196.84375,8740596
2020-02-18,60800,60900,59700,59800,53671.07813,16674266
2020-02-19,59800,60400,59400,60200,54030.08594,12951496
2020-02-20,60700,61300,59600,60000,53850.57813,14591924
2020-02-21,58800,59800,58500,59200,53132.58203,13777393
2020-02-24,57400,58100,56800,56800,50978.54688,25627537
2020-02-25,56200,58000,56200,57900,51965.82031,23885408
2020-02-26,56000,57000,56000,56500,50709.30469,25483102
2020-02-27,56300,56900,55500,55900,50170.78906,23209541
2020-02-28,55000,55500,54200,54200,48645.02344,30054227
2020-03-02,54300,55500,53600,55000,49363.03125,30403412
2020-03-03,56700,56900,55100,55400,49722.04297,30330295
2020-03-04,54800,57600,54600,57400,51517.05469,24765728
2020-03-05,57600,58000,56700,57800,51876.07031,21698990
2020-03-06,56500,57200,56200,56500,50709.30469,18716656
2020-03-09,56500,56500,56500,56500,50709.30469,0
2020-03-10,53800,54900,53700,54600,49004.03906,32106554
2020-03-11,54300,54400,52000,52100,46760.25391,45707281
2020-03-12,52100,52100,52100,52100,46760.25391,0
2020-03-13,47450,51600,46850,49950,44830.61719,59462933
2020-03-16,50100,50900,48800,48900,43888.22656,33339821
2020-03-17,46900,49650,46700,47300,42452.21484,51218151
2020-03-18,47750,48350,45600,45600,40926.44141,40152623
2020-03-19,46400,46650,42300,42950,38548.04688,56925513
2020-03-20,44150,45500,43550,45400,40746.94531,49730008
2020-03-23,42600,43550,42400,42500,38144.15625,41701626
2020-03-24,43850,46950,43050,46950,42138.07422,49801908
2020-03-25,48950,49600,47150,48650,43663.85156,52735922
2020-03-26,49000,49300,47700,47800,42900.96484,42185129
2020-03-27,49600,49700,46850,48300,43349.71875,39896178
2020-03-30,47050,48350,46550,47850,43262.92188,26797395
2020-03-31,48000,48500,47150,47750,43172.50781,30654261
2020-04-01,47450,47900,45800,45800,41409.44531,27259532
2020-04-02,46200,46850,45350,46800,42313.57813,21621076
2020-04-03,47400,47600,46550,47000,42494.41016,22784682
2020-04-06,47500,48800,47250,48700,44031.4375,23395726
2020-04-07,49650,50200,49000,49600,44845.15234,31524034
2020-04-08,49600,49750,48600,48600,43941.02734,25010314
2020-04-09,49750,49800,48700,49100,44393.08984,22628058
2020-04-10,48950,49250,48650,49250,44528.71484,17839111
2020-04-13,48650,48900,48300,48300,43669.78516,14431800
2020-04-14,48800,49200,48300,49000,44302.67969,14206216
2020-04-16,49350,49350,48550,49000,44302.67969,23349760
2020-04-17,50800,52000,50300,51400,46472.60938,32041675
2020-04-20,51400,51400,50000,50100,45297.22656,21866354
2020-04-21,49400,49700,48700,49250,44528.71484,27407543
2020-04-22,48700,50000,48350,49850,45071.19141,18613864
2020-04-23,50200,50300,49500,49850,45071.19141,18754442
2020-04-24,49650,49750,49000,49350,44619.12109,15618347
2020-04-27,49350,50000,49100,49850,45071.19141,14049471
2020-04-28,49850,50100,49300,50100,45297.22656,16095399
2020-04-29,49900,50500,49600,50000,45206.82031,15604533
2020-05-04,48900,49100,48500,48500,43850.60547,26083749
2020-05-06,49000,49200,48500,49200,44483.50391,18070225
2020-05-07,49200,49300,48700,48800,44121.85547,13884411
2020-05-08,49100,49350,48800,48800,44121.85547,15319700
2020-05-11,48900,49250,48300,48400,43760.19922,16357743
2020-05-12,48400,48500,47550,47900,43308.13672,23433590
2020-05-13,47250,48550,47200,48550,43895.82031,20223277
2020-05-14,47750,48100,47650,48000,43398.54297,19305974
2020-05-15,48400,48450,47700,47850,43262.92188,18463118
2020-05-18,47950,49100,47600,48800,44121.85547,20481981
2020-05-19,50100,50500,49700,50300,45478.05078,25168295
2020-05-20,50000,50200,49800,50000,45206.82031,14896899
2020-05-21,50300,50400,49850,49950,45161.61719,14949266
2020-05-22,49600,49800,48600,48750,44076.64063,19706284
2020-05-25,48750,48900,48450,48850,44167.05469,14337913
2020-05-26,48700,49450,48600,49250,44528.71484,15127490
2020-05-27,48950,50000,48800,49900,45116.40234,19548479
2020-05-28,51100,51200,49900,50400,45568.46484,31309318
2020-05-29,50000,50700,49700,50700,45839.71875,27596961
2020-06-01,50800,51200,50600,51200,46291.77344,16949183
2020-06-02,51000,51500,50800,51400,46472.60938,14247933
2020-06-03,51800,55000,51700,54500,49275.42578,49257814
2020-06-04,55800,57000,54600,54600,49365.84766,40220334
2020-06-05,54400,55900,54000,55500,50179.57031,22743629
2020-06-08,56400,56500,54700,54900,49637.08203,25634965
2020-06-09,55800,56500,54400,55500,50179.57031,23998831
2020-06-10,55100,55900,54900,55400,50089.15234,16742493
2020-06-11,54500,55100,53200,54300,49094.60156,33815123
2020-06-12,52100,52800,51500,52300,47286.33594,26976019
2020-06-15,51400,52000,49900,49900,45116.40234,28772921
2020-06-16,51200,52100,50600,52100,47105.5,21808375
2020-06-17,52100,52900,51300,52200,47195.91406,26672595
2020-06-18,52200,52300,51600,52300,47286.33594,15982926
2020-06-19,52600,52900,51600,52900,47828.80859,18157985
2020-06-22,52000,52600,51800,52000,47015.08984,13801350
2020-06-23,52500,52800,51100,51400,46472.60938,18086152
2020-06-24,51900,53900,51600,52900,47828.80859,24519552
2020-06-25,52100,53000,51900,51900,46924.67578,18541624
2020-06-26,52800,53900,52200,53300,48190.46094,21575360
2020-06-29,52500,53200,52000,52400,47693.50781,17776925
2020-06-30,53900,53900,52800,52800,48057.57813,21157172
2020-07-01,53400,53600,52400,52600,47875.54688,16706143
2020-07-02,52100,52900,52100,52900,48148.58984,14142583
2020-07-03,53000,53600,52700,53600,48785.72656,11887868
2020-07-06,54000,55000,53800,55000,50059.97656,19856623
2020-07-07,55800,55900,53400,53400,48603.6875,30760032
2020-07-08,53600,53900,52900,53000,48239.60938,19664652
2020-07-09,53200,53600,52800,52800,48057.57813,17054850
2020-07-10,53100,53200,52300,52700,47966.56641,13714746
2020-07-13,53300,53800,53100,53400,48603.6875,12240188
2020-07-14,53700,53800,53200,53800,48967.76172,14269484
2020-07-15,54400,55000,54300,54700,49786.92188,24051450
2020-07-16,54800,54800,53800,53800,48967.76172,16779127
2020-07-17,54200,54700,54100,54400,49513.87109,10096174
2020-07-20,54800,54800,54000,54200,49331.83203,10507530
2020-07-21,55200,55400,54800,55300,50333.03125,18297260
2020-07-22,55300,55500,54700,54700,49786.92188,12885057
2020-07-23,54700,54700,53800,54100,49240.80859,16214932
2020-07-24,54000,54400,53700,54200,49331.83203,10994535
2020-07-27,54300,55700,54300,55600,50606.08594,21054421
2020-07-28,57000,58800,56400,58600,53336.63281,48431566
2020-07-29,60300,60400,58600,59000,53700.69922,36476611
2020-07-30,59700,60100,59000,59000,53700.69922,19285354
2020-07-31,59500,59600,57700,57900,52699.5,21943345
2020-08-03,57800,57900,56700,56800,51698.30078,21158940
2020-08-04,57200,58100,57000,57300,52153.39844,19419694
2020-08-05,57300,57500,56300,56900,51789.31641,17739706
2020-08-06,57100,58400,57100,58000,52790.52344,21625874
2020-08-07,57900,58400,57100,57500,52335.42188,18751717
2020-08-10,57600,58300,57500,57800,52608.47656,17774291
2020-08-11,58000,59500,57800,58200,52972.55078,24907912
2020-08-12,58200,59000,57700,59000,53700.69922,18573934
2020-08-13,59400,59600,58000,58700,53427.64453,22089460
2020-08-14,58000,58400,57700,58000,52790.52344,15672548
2020-08-18,58900,59900,58000,58400,53154.58984,25307825
2020-08-19,59000,59200,57800,57800,52608.47656,16930719
2020-08-20,57600,57600,55300,55400,50424.04688,30386029
2020-08-21,56200,56900,55800,55900,50879.14453,21142288
2020-08-24,55800,56600,55400,56100,51061.17578,15055896
2020-08-25,56400,56800,56100,56400,51334.22656,14021705
2020-08-26,56400,56500,55700,56400,51334.22656,17651593
2020-08-27,56300,56300,55600,55600,50606.08594,16196568
2020-08-28,56100,56300,55400,55400,50424.04688,14619888
2020-08-31,56000,56100,54000,54000,49149.80078,32671367
2020-09-01,54100,54800,54100,54200,49331.83203,19363117
2020-09-02,54600,55100,54100,54400,49513.87109,16905723
2020-09-03,55600,56700,55500,56400,51334.22656,28384920
2020-09-04,55200,55800,55100,55600,50606.08594,22139109
2020-09-07,56100,57300,55800,56500,51425.25,18685880
2020-09-08,57400,58700,57200,58700,53427.64453,31517520
2020-09-09,58200,59300,57800,58400,53154.58984,30597399
2020-09-10,59900,60000,59100,59200,53882.74219,29923293
2020-09-11,59300,59400,58200,59000,53700.69922,16017098
2020-09-14,60200,60800,59900,60400,54974.96094,20648281
2020-09-15,60900,61000,60500,61000,55521.06641,17877075
2020-09-16,61100,61300,60600,61000,55521.06641,17041444
2020-09-17,60700,60800,59300,59500,54155.79688,25108356
2020-09-18,59800,59900,59100,59300,53973.76172,18884571
2020-09-21,59100,60000,59000,59200,53882.74219,15140387
2020-09-22,59100,59700,57800,58200,52972.55078,20830381
2020-09-23,58400,58800,57400,58600,53336.63281,20111398
2020-09-24,57700,58600,57600,57800,52608.47656,17564020
2020-09-25,57700,58200,57700,57900,52699.5,11444683
2020-09-28,58300,58800,57900,58200,53298.41797,12614080
2020-09-29,58300,59000,58200,58200,53298.41797,15503563
2020-10-05,57500,59200,57500,58700,53756.3125,20228289
2020-10-06,59400,59900,58700,59000,54031.04688,14463826
2020-10-07,58700,59900,58500,59900,54855.25391,14861838
2020-10-08,60500,60700,59500,59700,54672.09375,24589924
2020-10-12,60000,60400,59900,60400,55313.14453,16145837
2020-10-13,61000,61400,60400,60900,55771.02734,19247631
2020-10-14,61000,61100,60500,60900,55771.02734,16086716
2020-10-15,60700,60800,59700,60000,54946.82813,17756232
2020-10-16,60000,60400,59000,59500,54488.94141,16554190
2020-10-19,59600,60200,59500,60000,54946.82813,14474985
2020-10-20,60300,60900,60100,60900,55771.02734,19326115
2020-10-21,61200,61500,60600,60900,55771.02734,15703443
2020-10-22,60300,60500,59800,60100,55038.39844,14294095
2020-10-23,60400,60400,59800,60200,55129.98828,9322232
2020-10-26,60400,61100,60100,60400,55313.14453,13268226
2020-10-27,60300,60300,59500,59800,54763.67188,17260416
2020-10-28,59400,59400,58800,59000,54031.04688,14428882
2020-10-29,58200,58500,57500,58100,53206.85156,22636966
2020-10-30,58000,58000,56600,56600,51833.17188,26907844
2020-11-02,56400,57500,56000,57400,52565.79297,20489076
2020-11-03,57900,58900,57600,58800,53847.89063,14950919
2020-11-04,58900,59000,57800,58500,53573.16406,21718561
2020-11-05,59000,60300,58800,60300,55221.56641,20639475
2020-11-06,60700,60800,59600,60100,55038.39844,16910230
2020-11-09,60700,60900,60100,60200,55129.98828,15892961
2020-11-10,60500,60500,59500,60200,55129.98828,19073552
2020-11-11,60700,61400,60400,61300,56137.33594,25628510
2020-11-12,61000,61400,60700,61000,55862.60938,19800573
2020-11-13,61300,63200,61000,63200,57877.32813,31508829
2020-11-16,64000,66700,63900,66300,60716.24609,36354334
2020-11-17,67000,67000,65600,65700,60166.78125,30204089
2020-11-18,65700,66200,64700,64800,59342.57422,22963790
2020-11-19,64100,64800,63900,64600,59159.41406,16590290
2020-11-20,63900,65200,63900,64700,59250.99219,15068682
2020-11-23,64800,67800,64700,67500,61815.1875,27134398
2020-11-24,67900,69500,67000,67700,61998.33594,32158235
2020-11-25,67900,68300,66500,66600,60990.97656,32447065
2020-11-26,66100,68000,66000,68000,62273.07031,19023323
2020-11-27,68000,68400,67600,68200,62456.23047,14063434
2020-11-30,68400,68600,66700,66700,61082.55859,43811016
2020-12-01,67100,68300,67100,67800,62089.91797,22327173
2020-12-02,68400,69900,68300,69500,63646.75,29703942
2020-12-03,70100,70500,69300,69700,63829.89453,23677989
2020-12-04,70400,72100,70100,71500,65478.29688,28130533
2020-12-07,72400,73500,71900,72900,66760.40625,28490496
2020-12-08,72200,72900,71600,71700,65661.45313,25000338
2020-12-09,72100,73900,72000,73900,67676.17188,24077996
2020-12-10,72700,73800,72500,72900,66760.40625,39882928
2020-12-11,73500,73800,73100,73400,67218.28125,18486672
2020-12-14,73600,74500,73200,73800,67584.60156,21510415
2020-12-15,73800,74100,73300,73800,67584.60156,20863671
2020-12-16,74100,74500,73400,73800,67584.60156,17512081
2020-12-17,73400,73700,72600,73300,67126.71094,24293214
2020-12-18,73300,73700,73000,73000,66851.97656,17613029
2020-12-21,73100,73400,72000,73000,66851.97656,20367355
2020-12-22,72500,73200,72100,72300,66210.9375,16304910
2020-12-23,72400,74000,72300,73900,67676.17188,19411326
2020-12-24,74100,78800,74000,77800,71247.73438,32502870
2020-12-28,79000,80100,78200,78700,72071.92969,40085044
2020-12-29,78800,78900,77300,78300,73510.20313,30339449
2020-12-30,77400,81300,77300,81000,76045.05469,29417421
2021-01-04,81000,84400,80200,83000,77922.69531,38655276
2021-01-05,81600,83900,81600,83900,78767.64063,35335669
2021-01-06,83300,84500,82100,82200,77171.63281,42089013
