Date,Open,High,Low,Close,Adj Close,Volume
2022-09-01,58700,58900,58300,58400,56460.65625,14905777
2022-09-02,58300,58600,57500,57500,55590.53906,15040310
2022-09-05,57400,57800,56800,57100,55203.82422,11425977
2022-09-06,57200,57600,56900,57100,55203.82422,7503086
2022-09-07,56700,56700,55900,56000,54140.35156,17384854
2022-09-08,56200,56400,55600,55600,53753.63672,18000016
2022-09-13,57000,58500,56800,58100,56170.62109,17166581
2022-09-14,56200,57200,56100,56800,54913.78906,12524961
2022-09-15,57000,57100,56000,56000,54140.35156,11664819
2022-09-16,55600,56400,55500,56200,54333.71094,13456503
2022-09-19,56300,57000,56000,56400,54527.07813,12278653
2022-09-20,56400,57000,55800,55800,53946.99609,14041465
2022-09-21,55400,55500,55000,55300,53463.59766,11863700
2022-09-22,54600,54700,54300,54400,52593.48828,12786510
2022-09-23,54400,54900,54200,54500,52690.16797,10555964
2022-09-26,53700,54200,53600,53900,52110.08984,15008449
2022-09-27,53800,54200,53500,54200,52400.125,16631289
2022-09-28,53900,54400,52500,52900,51143.29688,19991129
2022-09-29,53300,53700,52600,52600,51202.67578,13882080
2022-09-30,52300,53600,51800,53100,51689.39844,22503249
2022-10-04,55300,55400,54500,55200,53733.60938,19148435
2022-10-05,56900,57200,55400,56000,54512.35547,22458970
2022-10-06,56700,57300,56300,56300,54804.38672,14944446
2022-10-07,55900,56900,55200,56200,54707.04297,16886813
2022-10-11,54400,55700,54000,55400,53928.29688,21437877
2022-10-12,55700,57000,55200,55800,54317.66406,18408910
2022-10-13,55400,56100,55200,55200,53733.60938,13784602
2022-10-14,56200,56500,55800,56300,54804.38672,12924326
2022-10-17,55800,57000,55700,56600,55096.41406,13641878
2022-10-18,56700,57100,55800,56500,54999.07422,14820702
2022-10-19,56700,56900,55700,55800,54317.66406,12660652
2022-10-20,55200,56000,55100,55500,54025.63672,17107653
2022-10-21,55100,56300,55100,55900,54415.00781,11456060
2022-10-24,57000,57500,56700,57500,55972.50391,16944503
2022-10-25,57000,58600,57000,57700,56167.19141,17405678
2022-10-26,58000,59600,57700,59400,57822.03516,20824967
2022-10-27,59700,60100,58900,59500,57919.375,21756712
2022-10-28,58900,59200,57200,57300,55777.82031,20924937
2022-10-31,58100,59900,58000,59400,57822.03516,18999514
2022-11-01,59900,60300,59500,60000,58406.09766,17201647
2022-11-02,59700,60000,59300,59600,58016.72266,13202919
2022-11-03,58600,59800,58100,59200,57627.34766,17492162
2022-11-04,59100,59500,58400,59400,57822.03516,12445841
2022-11-07,59700,60300,59400,60200,58600.78125,12437246
2022-11-08,60500,61900,60500,61800,60158.27734,18273898
2022-11-09,62000,62200,61300,62000,60352.96875,14045592
2022-11-10,61400,61500,60400,60400,58795.46875,21087633
2022-11-11,63100,63200,62300,62900,61229.05859,20037163
2022-11-14,62900,62900,61700,61900,60255.62109,15973416
2022-11-15,62200,62500,61600,62400,60742.33984,12310986
2022-11-16,62400,62700,61700,62700,61034.36719,12909260
2022-11-17,62000,62000,61300,61400,59768.90625,13298296
2022-11-18,61800,62400,61400,61800,60158.27734,12236503
2022-11-21,61400,61800,60800,61400,59768.90625,9378097
2022-11-22,60900,61200,60300,60600,58990.15625,9411289
2022-11-23,61200,61300,60700,61000,59379.53125,8765050
2022-11-24,61200,61700,60900,61400,59768.90625,8125010
2022-11-25,61400,61700,60800,61000,59379.53125,6677933
2022-11-28,60500,60500,59800,60100,58503.4375,8589032
2022-11-29,59900,60600,59800,60600,58990.15625,7014160
2022-11-30,60400,62200,60200,62200,60547.65625,19768903
2022-12-01,63100,63200,62300,62600,60937.02344,16631445
2022-12-02,62500,62500,60400,60400,58795.46875,15331184
2022-12-05,60900,61100,60000,60300,58698.125,13767787
2022-12-06,59800,60100,59200,59200,57627.34766,13888300
2022-12-07,58800,59600,58500,58900,57335.31641,12100662
2022-12-08,58700,59200,58600,59200,57627.34766,12986815
2022-12-09,59300,60600,59300,60400,58795.46875,10529632
2022-12-12,59900,60000,59400,59500,57919.375,9036472
2022-12-13,59600,60300,59400,59700,58114.0625,9040873
2022-12-14,59800,60600,59800,60500,58892.8125,8207485
2022-12-15,59800,60200,59300,59300,57724.6875,8716039
2022-12-16,58300,59500,58300,59500,57919.375,13033596
2022-12-19,59500,59900,59100,59500,57919.375,7696187
2022-12-20,59000,59100,58500,58600,57043.28516,9284761
2022-12-21,58700,59100,58000,58000,56459.22656,10356971
2022-12-22,58100,59100,58100,59100,57530,10720630
2022-12-23,58200,58400,57700,58100,56556.57031,9829407
2022-12-26,58000,58100,57700,57900,56361.87891,6756411
2022-12-27,58000,58400,57900,58100,56556.57031,10667027
2022-12-28,57600,57600,56400,56600,55440.89453,14665410
2022-12-29,56000,56200,55300,55300,54167.51563,11295935
2023-01-02,55500,56100,55200,55500,54363.42188,10031448
2023-01-03,55400,56000,54500,55400,54265.47266,13547030
2023-01-04,55700,58000,55600,57800,56616.32031,20188071
2023-01-05,58200,58800,57600,58200,57008.12891,15682826
2023-01-06,58300,59400,57900,59000,57791.75,17334989
2023-01-09,59700,60700,59600,60700,59456.92969,18640107
2023-01-10,60200,61100,59900,60400,59163.07813,14859797
2023-01-11,61000,61200,60300,60500,59261.02734,12310751
2023-01-12,61100,61200,59900,60500,59261.02734,16102561
2023-01-13,60500,61200,60400,60800,59554.88281,12510328
2023-01-16,61300,61600,60800,61100,59848.74219,10039972
2023-01-17,61200,61500,60600,61000,59750.78906,9831456
2023-01-18,60700,61000,59900,60400,59163.07813,11584041
2023-01-19,60500,61500,60400,61500,60240.55078,12808490
2023-01-20,62100,62300,61100,61800,60534.40625,9646327
2023-01-25,63500,63700,63000,63300,62003.68359,39217
2023-01-26,63800,63900,63300,63800,62493.44922,54188
2023-01-27,64400,65000,63900,64600,63277.06641,44282
2023-01-30,64900,64900,63100,63300,62003.68359,59628
2023-01-31,63500,63700,61000,61400,60142.59766,163847
2023-02-01,62600,62700,61000,61000,59750.78906,98585
2023-02-02,63200,63900,62600,63500,62199.58984,65992
2023-02-03,63900,64000,63000,63500,62199.58984,47567
2023-02-06,62800,63000,61600,61600,60338.5,144104
2023-02-07,61900,62500,61600,62000,60730.3125,32873
2023-02-08,62800,63300,62400,63100,61807.78516,42558
2023-02-09,63000,63300,62300,63300,62003.68359,48035
2023-02-10,62600,63000,62400,62900,61611.87891,44786
2023-02-13,62900,63000,62300,62900,61611.87891,59395
2023-02-14,63600,63900,63200,63200,61905.73828,70606
2023-02-15,63900,63900,62000,62200,60926.21875,58370
2023-02-16,62500,63700,62400,63700,62395.49609,41448
2023-02-17,62900,63300,62400,62600,61318.02344,28613
2023-02-20,62900,63000,61800,62700,61415.97266,29846
2023-02-21,62700,62800,62000,62100,60828.26172,60971
2023-02-22,61500,61800,61000,61100,59848.74219,39178
2023-02-23,61700,62500,61500,62000,60730.3125,37145
2023-02-24,62300,62600,61300,61300,60044.64453,50792
2023-02-27,60800,60800,60200,60500,59261.02734,11155697
2023-02-28,60800,61400,60500,60600,59358.98047,13715861
2023-03-02,60900,61800,60500,60800,59554.88281,13095682
2023-03-03,61000,61200,60500,60500,59261.02734,10711405
2023-03-06,61100,61600,60800,61500,60240.55078,13630602
2023-03-07,61400,61400,60700,60700,59456.92969,11473280
2023-03-08,60100,60500,59900,60300,59065.125,14161857
2023-03-09,60500,60800,59900,60100,58869.21875,14334499
2023-03-10,59500,59700,59100,59500,58281.50391,11902471
2023-03-13,59900,60200,59300,60000,58771.26953,12779724
2023-03-14,59400,59500,59000,59000,57791.75,12147346
2023-03-15,60000,60300,59600,59800,58575.36328,10482149
2023-03-16,59200,60200,59100,59900,58673.31641,10611939
2023-03-17,60800,61300,60600,61300,60044.64453,14090110
2023-03-20,61100,61200,60200,60200,58967.17188,9618009
2023-03-21,60500,60700,60100,60300,59065.125,8318514
2023-03-22,61000,61200,60500,61100,59848.74219,8978591
2023-03-23,60600,62300,60600,62300,61024.16797,15381057
2023-03-24,62700,63300,62300,63000,61709.83594,18278602
2023-03-27,62600,62800,62000,62100,60828.26172,11039331
2023-03-28,62400,62900,62100,62900,61611.87891,11614118
2023-03-29,62500,62700,62200,62700,61415.97266,11216008
2023-03-30,63700,63700,63100,63200,62264.23047,15684377
2023-03-31,64000,64000,63700,64000,63052.38281,14094479
2023-04-03,64000,64000,63000,63100,62165.70703,11973133
2023-04-04,63400,63800,62800,63600,62658.30469,11120514
2023-04-05,63700,64000,63400,63900,62953.86328,9176149
2023-04-06,63500,63600,62300,62300,61377.55078,14992747
2023-04-07,63800,65200,63800,65000,64037.57422,27476120
2023-04-10,64800,66300,64700,65700,64727.21094,18777166
2023-04-11,66200,66200,65400,65900,64924.24609,16323183
2023-04-12,65800,66200,65300,66000,65022.77344,15021313
2023-04-13,65600,66100,65400,66100,65121.28516,15091022
2023-04-14,66600,66600,65000,65100,64136.09375,16176490
2023-04-17,65000,65600,64700,65300,64333.13281,13486618
2023-04-18,65900,66000,64800,65600,64628.69141,14802060
2023-04-19,65500,65800,65300,65500,64530.17188,10255985
2023-04-20,65100,65300,64600,65300,64333.13281,9501169
2023-04-21,65800,65900,65400,65700,64727.21094,10538622
2023-04-24,65300,65700,64800,65200,64234.61328,12986581
2023-04-25,65300,65400,63400,63600,62658.30469,16193271
2023-04-26,63600,64300,63300,64100,63150.89844,12664541
2023-04-27,64100,65000,63300,64600,63643.5,14779601
2023-04-28,65200,65900,65000,65500,64530.17188,19699481
2023-05-02,66000,66300,65100,65700,64727.21094,14396948
2023-05-03,65100,65600,64900,65400,64431.65234,8876749
2023-05-04,65600,65700,64700,65100,64136.09375,9791064
2023-05-08,66300,66300,65400,65900,64924.24609,9405365
2023-05-09,65800,65800,65100,65300,64333.13281,9366861
2023-05-10,65500,65500,64300,64600,63643.5,13057727
2023-05-11,64700,65100,64200,64200,63249.41797,11648905
2023-05-12,63700,64600,63600,64100,63150.89844,8693913
2023-05-15,64100,64600,63900,64500,63544.97656,8172021
2023-05-16,65800,65900,65300,65400,64431.65234,12334657
2023-05-17,65900,65900,64800,65000,64037.57422,10745504
2023-05-18,66000,66200,65700,66200,65219.80469,14431704
2023-05-19,67800,68400,67500,68400,67387.23438,20349345
2023-05-22,68400,69000,68000,68500,67485.75,14470308
2023-05-23,68500,68700,68100,68400,67387.23438,8561643
2023-05-24,68100,68700,68000,68500,67485.75,8192896
2023-05-25,69900,70000,68700,68800,67781.3125,14231160
2023-05-26,69800,70400,69500,70300,69259.10156,19549511
2023-05-30,71300,72300,71200,72300,71229.48438,27476897
2023-05-31,72400,72500,71000,71400,70342.80469,25666087
2023-06-01,70900,71600,70600,70900,69850.21094,14669296
2023-06-02,71700,72200,71600,72200,71130.96875,12161798
2023-06-05,72700,72700,71400,71700,70638.36719,12686829
2023-06-07,71300,71600,70800,71000,69948.73438,14796613
2023-06-08,70400,70900,70000,70900,69850.21094,19165568
2023-06-09,71100,72300,70800,72000,70933.92969,15050209
2023-06-12,72100,72400,70800,71000,69948.73438,12064287
2023-06-13,71700,72200,71600,72000,70933.92969,13227285
2023-06-14,72100,72200,71100,71900,70835.41406,12541046
2023-06-15,72100,72300,71300,71500,70441.33594,13614994
2023-06-16,71800,71900,70900,71800,70736.89063,15373696
2023-06-19,71300,71700,70900,71200,70145.77344,11100887
2023-06-20,70700,71400,70400,71400,70342.80469,11557883
2023-06-21,70700,71200,70400,70500,69456.13281,10626603
2023-06-22,70200,71500,70100,71300,70244.28906,11411007
2023-06-23,72000,72200,71600,71600,70539.85156,12329484
2023-06-26,71700,72500,71500,72400,71328.00781,10541901
2023-06-27,72500,72600,72000,72600,71525.04688,9442997
2023-06-28,72600,72700,72000,72700,71623.5625,8783093
2023-06-29,73100,73400,72400,72400,71683.96094,12229967
2023-06-30,72500,72700,71700,72200,71485.9375,11694765
2023-07-03,72700,73200,72600,73000,72278.02344,10722181
2023-07-04,73400,73600,72900,73000,72278.02344,10214350
2023-07-05,73000,73300,71900,72000,71287.92188,12310610
2023-07-06,71900,72400,71500,71600,70891.875,14777667
2023-07-07,71100,71400,69800,69900,69208.6875,17308877
2023-07-10,70000,70400,69200,69500,68812.64063,11713926
2023-07-11,70200,71500,70100,71500,70792.86719,12177392
2023-07-12,71200,72000,71100,71900,71188.90625,10375581
2023-07-13,72400,72600,71900,71900,71188.90625,14417279
2023-07-14,72500,73400,72400,73400,72674.0625,15882519
2023-07-17,73200,73500,72800,73300,72575.05469,10060049
2023-07-18,73200,73500,72000,72000,71287.92188,11697900
2023-07-19,72700,72800,71300,71700,70990.88281,10896412
2023-07-20,71100,71500,70800,71000,70297.80469,9732730
2023-07-21,70400,70400,69400,70300,69604.73438,16528926
2023-07-24,70100,70900,69900,70400,69703.74219,13418597
2023-07-25,70000,70500,69800,70000,69307.69531,14314945
2023-07-26,69800,70600,68100,69800,69109.67188,30016221
2023-07-27,69900,71700,69300,71700,70990.88281,24261179
2023-07-28,71800,72400,70100,70600,69901.76563,19420683
2023-07-31,70900,71000,69800,69800,69109.67188,13035420
2023-08-01,70100,71200,70000,71100,70396.82031,12299254
2023-08-02,70700,71000,69800,69900,69208.6875,13835020
2023-08-03,69900,70200,68500,68800,68119.5625,20087090
2023-08-04,68800,69100,68200,68300,67624.50781,12360193
2023-08-07,67700,69200,67600,68500,67822.53125,10968505
2023-08-08,69000,69100,67400,67600,66931.42969,14664709
2023-08-09,68000,69600,67900,68900,68218.57813,17259673
2023-08-10,68300,68500,67800,68000,67327.47656,10227311
2023-08-11,68400,68800,67500,67500,66832.42188,9781038
2023-08-14,67500,67900,66900,67300,66634.39844,9352343
2023-08-16,66700,67100,66300,67000,66337.36719,13174578
2023-08-17,66300,66800,66000,66700,66040.32813,10778652
2023-08-18,66000,66700,65800,66300,65644.28906,11745006
2023-08-21,66600,67100,66300,66600,65941.32031,9720067
2023-08-22,67200,67700,66300,66600,65941.32031,10500242
2023-08-23,66700,67100,66400,67100,66436.375,9549352
2023-08-24,68300,68700,67900,68200,67525.5,15044463
2023-08-25,67100,67400,66900,67100,66436.375,7032462
2023-08-28,66800,67000,66500,66800,66139.34375,5824628
2023-08-29,66900,67200,66600,66800,66139.34375,9114352
2023-08-30,67300,67700,67100,67100,66436.375,9181223
2023-08-31,67100,67200,66400,66900,66238.35156,15964630
2023-09-01,66800,71000,66700,71000,70297.80469,29738235
2023-09-04,72900,72900,70700,71200,70495.82813,26286495
2023-09-05,70900,71500,70200,70700,70000.77344,12330239
2023-09-06,70700,70800,69700,70000,69307.69531,11414620
2023-09-07,70000,70600,69600,70400,69703.74219,13741241
2023-09-08,70200,70300,69600,70300,69604.73438,10688118
2023-09-11,70400,70800,70000,70800,70099.78906,11785462
2023-09-12,70800,71000,70400,70500,69802.75,11688599
2023-09-13,71100,71600,70300,70900,70198.79688,15955797
2023-09-14,71200,71800,70800,71700,70990.88281,21041407
2023-09-15,71700,72300,71400,72000,71287.92188,17823512
2023-09-18,71300,71700,70200,70200,69505.71875,16040727
2023-09-19,70400,70800,69600,69800,69109.67188,11820188
2023-09-20,70000,70300,69500,69600,68911.65625,10873015
2023-09-21,69200,69800,68800,68900,68218.57813,10796336
2023-09-22,68300,68900,68300,68800,68119.5625,9897840
2023-09-25,68500,69700,68500,69400,68713.63281,13582516
2023-09-26,70000,70000,68400,68600,68276.70313,13143470
2023-09-27,68600,69100,68200,68400,68077.64063,14886491
2023-10-04,67400,67700,66700,67500,67181.88281,23361149
2023-10-05,67300,67400,66700,66700,66385.65625,16108313
2023-10-06,67100,67300,66000,66000,65688.95313,14386527
2023-10-10,66200,67600,66200,66400,66087.07031,19889202
2023-10-11,68600,69400,67900,68200,67878.58594,25209349
2023-10-12,68600,69700,68200,68900,68575.28906,19311380
2023-10-13,68000,68500,67700,68000,67679.53125,9724086
2023-10-16,67900,68500,66800,67300,66982.82813,12599299
2023-10-17,67700,69900,67400,69400,69072.92969,17299253
2023-10-18,68900,70500,68800,70500,70167.75,16493184
2023-10-19,69700,70000,69400,69500,69172.46094,13985012
2023-10-20,68900,69200,68100,68800,68475.75781,15204495
2023-10-23,68700,69100,68200,68400,68077.64063,11625959
2023-10-24,68700,68800,67700,68500,68177.17188,12791710
2023-10-25,68800,68800,67900,68000,67679.53125,10610703
2023-10-26,67000,67900,66700,66700,66385.65625,15517624
2023-10-27,67100,67300,66700,67300,66982.82813,11334726
2023-10-30,66800,67800,66700,67300,66982.82813,10139270
2023-10-31,67600,68300,66900,66900,66584.71094,14488892
2023-11-01,67500,68900,67300,68600,68276.70313,13775256
2023-11-02,70000,70000,69400,69700,69371.51563,16350031
2023-11-03,69700,70200,69500,69600,69271.98438,10322234
2023-11-06,69800,70900,69300,70900,70565.85938,22228489
2023-11-07,70600,70900,70000,70900,70565.85938,17228731
2023-11-08,71300,71400,69700,69900,69570.57031,12901310
2023-11-09,69900,70800,69600,70300,69968.6875,12301373
2023-11-10,70000,70500,69500,70500,70167.75,9684347
2023-11-13,71300,71300,70300,70400,70068.21875,9246919
2023-11-14,71000,71100,70600,70800,70466.33594,9567984
2023-11-15,71600,72200,71500,72200,71859.73438,20148677
2023-11-16,72500,73000,72300,72800,72456.90625,15860451
2023-11-17,72300,73000,72300,72500,72158.32031,11494644
2023-11-20,72100,73000,72100,72700,72357.375,10610157
2023-11-21,73100,73400,72700,72800,72456.90625,9712881
2023-11-22,72200,73000,71900,72800,72456.90625,11105143
2023-11-23,73000,73200,72200,72400,72058.78906,6775614
2023-11-24,72400,72600,71700,71700,71362.09375,6676685
2023-11-27,71500,72100,71100,71300,70963.97656,9113857
2023-11-28,71400,72700,71300,72700,72357.375,13283081
2023-11-29,72400,72800,72200,72700,72357.375,9283933
2023-11-30,72700,72800,72200,72800,72456.90625,15783714
2023-12-01,72400,72500,71700,72000,71660.67969,9871284
2023-12-04,72800,72900,72400,72600,72257.85156,10229267
2023-12-05,72300,72400,71200,71200,70864.44531,12129682
2023-12-06,71800,72100,71600,71700,71362.09375,8123087
2023-12-07,71800,71900,71100,71500,71163.03125,8862017
2023-12-08,72100,72800,71900,72600,72257.85156,10859463
2023-12-11,72800,73000,72200,73000,72655.96094,9861960
2023-12-12,73300,73500,73100,73500,73153.60938,13758646
2023-12-13,73300,73500,72800,72800,72456.90625,13116766
2023-12-14,74100,74300,72500,73100,72755.49219,27567593
2023-12-15,73800,74000,73200,73300,72954.54688,15419815
2023-12-18,73300,73400,72800,72900,72556.4375,9690551
2023-12-19,73000,73400,72800,73400,73054.07813,8907632
2023-12-20,74200,74900,73800,74800,74447.48438,16870156
2023-12-21,74600,75000,74300,75000,74646.53906,13478766
2023-12-22,75800,76300,75400,75900,75542.29688,14515608
2023-12-26,76100,76700,75700,76600,76239,13164909
2023-12-27,76700,78000,76500,78000,78000,20651042
2023-12-28,77700,78500,77500,78500,78500,17797536
2024-01-02,78200,79800,78200,79600,79600,17142847
2024-01-03,78500,78800,77000,77000,77000,21753644
2024-01-04,76100,77300,76100,76600,76600,15324439
2024-01-05,76700,77100,76400,76600,76600,11304316
2024-01-08,77000,77500,76400,76500,76500,11088724
2024-01-09,77400,77700,74300,74700,74700,26019249
2024-01-10,75000,75200,73200,73600,73600,20259529
2024-01-11,72900,73600,72700,73200,73200,57691266
2024-01-12,73000,74100,72800,73100,73100,13038939
2024-01-15,73200,74000,73200,73900,73900,2957915
2024-01-16,73500,73700,72500,72600,72600,14760415
2024-01-17,73100,73300,71000,71000,71000,22683660
2024-01-18,71600,72000,70700,71700,71700,17853397
2024-01-19,73500,74700,73000,74700,74700,23363427
2024-01-22,75900,76000,75000,75100,75100,19673375
2024-01-23,75700,75800,74300,75200,75200,14786224
2024-01-24,75200,75200,73500,74000,74000,12860661
2024-01-25,74200,74800,73700,74100,74100,11737747
2024-01-26,73700,74500,73300,73400,73400,11160062
2024-01-29,73800,75200,73500,74400,74400,13976521
2024-01-30,75000,75300,73700,74300,74300,12244418
2024-01-31,73400,74000,72500,72700,72700,15703560
2024-02-01,73000,74200,72900,73600,73600,19881033
2024-02-02,74000,75200,73700,75200,75200,14955881
2024-02-05,74200,74800,73500,74300,74300,19026021
2024-02-06,74300,74700,73300,74400,74400,14559254
2024-02-07,74600,75500,74300,75000,75000,16566445
2024-02-08,75000,75200,73600,74100,74100,20810708
2024-02-13,74800,75200,74400,75200,75200,21966745
2024-02-14,73700,74300,73700,74000,74000,12434945
2024-02-15,74200,74400,73000,73200,73200,14120600
2024-02-16,73300,73400,72500,72800,72800,13444781
2024-02-19,72800,73900,72800,73800,73800,12726404
2024-02-20,73700,73700,72800,73300,73300,14681477
2024-02-21,73400,73700,72900,73000,73000,11503495
2024-02-22,73800,73900,72700,73100,73100,15208934
2024-02-23,73600,74200,72900,72900,72900,16225166
2024-02-26,72300,73200,72200,72800,72800,14669352
2024-02-27,73100,73400,72700,72900,72900,13201981
2024-02-28,72900,73900,72800,73200,73200,11795859
2024-02-29,72600,73400,72000,73400,73400,21176403
2024-03-04,74300,75000,74000,74900,74900,23210474
2024-03-05,74600,74800,73700,73700,73700,19505125
2024-03-06,73200,73500,72700,72900,72900,21547905
2024-03-07,73100,73300,72200,72200,72200,14516963
2024-03-08,72800,73400,72600,73300,73300,19271349
2024-03-11,72900,73100,72300,72400,72400,9740504
2024-03-12,72600,73500,72100,73300,73300,13011654
2024-03-13,73700,74100,73500,74100,74100,15243134
2024-03-14,74400,74500,73600,74300,74300,22545539
2024-03-15,73400,73700,72300,72300,72300,22580555
2024-03-18,72600,73000,72500,72800,72800,11520348
2024-03-19,72300,73000,71700,72800,72800,15376066
2024-03-20,73700,77200,73400,76900,76900,50106297
2024-03-21,79200,79300,77700,79300,79300,44569799
2024-03-22,79600,79900,77800,78900,78900,26724761
2024-03-25,79600,79800,77800,78200,78200,18703996
2024-03-26,79700,80100,79200,79900,79900,30551494
2024-03-27,79200,80000,79200,79800,79800,17424595
2024-03-28,79400,81000,79200,80800,80800,25084812
2024-03-29,81200,82500,80900,82400,82400,27126366
2024-04-01,83200,83300,82000,82000,82000,20116513
2024-04-02,82900,85000,82900,85000,85000,37077944
2024-04-03,84300,85000,83500,84100,84100,30493347
2024-04-04,85200,85500,84300,85300,85300,25248934
2024-04-05,84500,85000,83800,84500,84500,18883752
2024-04-08,85200,86000,84500,84500,84500,18953232
2024-04-09,84500,84900,83100,83600,83600,23725956
2024-04-11,83200,84700,82500,84100,84100,25538009
2024-04-12,84700,84900,83200,83700,83700,17061770
2024-04-15,82900,83200,81200,82200,82200,26663772
2024-04-16,81200,81300,79400,80000,80000,31949845
2024-04-17,80700,80800,78900,78900,78900,22611631
2024-04-18,78800,80100,78300,79600,79600,21370190
2024-04-19,78300,78700,76300,77600,77600,31317563
2024-04-22,77400,77500,75100,76100,76100,30469477
2024-04-23,76400,76800,75500,75500,75500,18717699
2024-04-24,77500,78800,77200,78600,78600,22166150
2024-04-25,77300,77500,76300,76300,76300,15549134
2024-04-26,77800,77900,76500,76700,76700,12755629
2024-04-29,77400,77600,76200,76700,76700,14664474
2024-04-30,77000,78500,76600,77500,77500,19007007
2024-05-02,77600,78600,77300,78000,78000,18900640
2024-05-03,79000,79000,77500,77600,77600,13151889
2024-05-07,79600,81300,79400,81300,81300,26238868
2024-05-08,80800,81400,80500,81300,81300,13089576
2024-05-09,81100,81500,79700,79700,79700,18759935
2024-05-10,80400,81100,78900,79200,79200,16976124
2024-05-13,79400,79900,77600,78400,78400,18652344
2024-05-14,78600,78800,77900,78300,78300,11763992
2024-05-16,80200,80300,78100,78200,78200,20989778
2024-05-17,78600,78800,77200,77400,77400,15918201
